ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_FRAUD,TX_BEHAVIOR_ID,OCCUPATION,SOURCE_OF_FUNDS,PEP_STATUS,DOCUMENT_STATUS,SANCTIONS_STATUS,KYC_STATUS,RISK_SCORE,RISK_LEVEL,RISK_REASONS,EDD_REQUIRED,EDD_STATUS
874,C_874,153.95,US,I,True,4,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
875,C_875,173.23,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
876,C_876,115.12,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
877,C_877,102.2,US,I,True,4,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
878,C_878,162.78,US,I,True,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
879,C_879,102.46,US,I,False,4,Teacher,Salary,No,Pending,Potential Match,Manual Review,65,High,Pending documents; Potential sanctions match,Yes,Pending Review
880,C_880,208.99,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
881,C_881,245.16,US,I,True,5,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
882,C_882,330.78,US,I,False,5,Business Owner,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
883,C_883,213.31,US,I,True,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
884,C_884,212.48,US,I,False,5,Teacher,Salary,No,Rejected,Cleared,Rejected,40,Medium,Rejected documents,No,Not Required
885,C_885,394.42,US,I,True,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
886,C_886,284.53,US,I,False,5,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
887,C_887,378.49,US,I,False,5,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
888,C_888,243.3,US,I,True,5,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
889,C_889,287.04,US,I,True,5,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
890,C_890,271.61,US,I,False,5,Consultant,Business Income,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
891,C_891,235.39,US,I,False,5,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
892,C_892,265.76,US,I,False,5,Consultant,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
893,C_893,397.36,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
894,C_894,349.46,US,I,False,5,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
895,C_895,276.53,US,I,False,5,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
896,C_896,281.86,US,I,False,5,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
897,C_897,252.75,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
898,C_898,306.27,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
899,C_899,347.13,US,I,False,5,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
900,C_900,168.66,US,I,False,1,Business Owner,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
901,C_901,146.26,US,I,True,1,Software Developer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
902,C_902,104.19,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
903,C_903,192.15,US,I,True,1,Software Developer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
904,C_904,140.89,US,I,False,1,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
905,C_905,139.03,US,I,True,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
906,C_906,100.31,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
907,C_907,113.82,US,I,False,1,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
908,C_908,186.89,US,I,False,1,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
909,C_909,151.39,US,I,True,1,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
910,C_910,173.24,US,I,True,1,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
911,C_911,114.82,US,I,True,1,Student,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
912,C_912,133.01,US,I,False,1,Software Developer,Salary,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
913,C_913,184.01,US,I,False,1,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
914,C_914,182.07,US,I,False,1,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
915,C_915,124.68,US,I,True,1,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
916,C_916,102.2,US,I,False,1,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
917,C_917,180.65,US,I,False,1,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
918,C_918,116.88,US,I,True,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
919,C_919,178.77,US,I,True,1,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
920,C_920,336.73,US,I,False,2,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
921,C_921,233.66,US,I,False,2,Teacher,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
922,C_922,215.7,US,I,False,2,Student,Family Support,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
923,C_923,385.53,US,I,True,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
924,C_924,319.58,US,I,False,2,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
925,C_925,324.1,US,I,False,2,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
926,C_926,291.5,US,I,True,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
927,C_927,230.01,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
928,C_928,320.39,US,I,True,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
929,C_929,250.49,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
930,C_930,361.18,US,I,True,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
931,C_931,346.54,US,I,True,2,Teacher,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
932,C_932,205.45,US,I,True,2,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
933,C_933,386.48,US,I,False,2,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
934,C_934,207.26,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
935,C_935,217.92,US,I,False,2,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
936,C_936,258.55,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
937,C_937,230.16,US,I,False,2,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
938,C_938,247.23,US,I,False,2,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
939,C_939,271.16,US,I,False,2,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
940,C_940,547.1,US,I,False,3,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
941,C_941,480.94,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
942,C_942,453.97,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
943,C_943,498.46,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
944,C_944,478.52,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
945,C_945,462.15,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
946,C_946,580.11,US,I,False,3,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
947,C_947,510.09,US,I,False,3,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
948,C_948,595.47,US,I,False,3,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
949,C_949,554.58,US,I,False,3,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
950,C_950,514.1,US,I,True,3,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
951,C_951,452.49,US,I,True,3,Teacher,Salary,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
952,C_952,537.37,US,I,False,3,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
953,C_953,491.18,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
954,C_954,544.28,US,I,True,3,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
955,C_955,480.76,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
956,C_956,499.2,US,I,True,3,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
957,C_957,404.14,US,I,True,3,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
958,C_958,547.99,US,I,True,3,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
959,C_959,406.85,US,I,False,3,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
960,C_960,168.07,US,I,False,4,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
961,C_961,158.2,US,I,True,4,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
962,C_962,177.59,US,I,True,4,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
963,C_963,128.98,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
964,C_964,168.61,US,I,True,4,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
965,C_965,120.71,US,I,True,4,Engineer,Investment,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
966,C_966,152.93,US,I,True,4,Consultant,Business Income,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
967,C_967,134.03,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
968,C_968,197.85,US,I,False,4,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
969,C_969,197.19,US,I,False,4,Business Owner,Business Income,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
970,C_970,120.9,US,I,True,4,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
971,C_971,156.6,US,I,True,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
972,C_972,132.94,US,I,True,4,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
973,C_973,196.85,US,I,False,4,Engineer,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
974,C_974,192.45,US,I,True,4,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
975,C_975,158.61,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
976,C_976,172.01,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
977,C_977,168.13,US,I,True,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
978,C_978,135.34,US,I,True,4,Student,Family Support,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
979,C_979,191.64,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
980,C_980,379.89,US,I,True,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
981,C_981,266.13,US,I,False,5,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
982,C_982,349.48,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
983,C_983,201.82,US,I,False,5,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
984,C_984,363.27,US,I,True,5,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
985,C_985,312.97,US,I,True,5,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
986,C_986,390.46,US,I,True,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
987,C_987,272.64,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
988,C_988,325.14,US,I,False,5,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
989,C_989,264.6,US,I,False,5,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
990,C_990,356.56,US,I,True,5,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
991,C_991,320.14,US,I,True,5,Software Developer,Investment,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
992,C_992,397.49,US,I,True,5,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
993,C_993,200.2,US,I,False,5,Business Owner,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
994,C_994,228.15,US,I,True,5,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
995,C_995,208.72,US,I,True,5,Consultant,Savings,Yes,Pending,Cleared,Pending,55,Medium,PEP status; Pending documents,Yes,Pending Review
996,C_996,225.17,US,I,True,5,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
997,C_997,385.88,US,I,True,5,Engineer,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
998,C_998,389.72,US,I,True,5,Business Owner,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
999,C_999,296.08,US,I,True,5,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
